review_id,provider_id,clinic_id,reviewer_first_name,reviewer_initial,reviewer_age_range,reviewer_city,rating,review_title,review_text,treatment_tag,review_date,source_platform,source_url,response_from_provider,response_date
rev-50002479,prov-fl-00138,clinic-fl-00006,Dahlia,B,50-54,Brickell,5,No more downtime worries,Walked me through the plan and the pricing up front. Already booked my follow-up.,Sculptra,2024-08-14,google,https://yelp.example/r/2479,,
rev-50002480,prov-fl-00138,clinic-fl-00006,Olivia,N,40-44,Wynwood,5,Conservative approach I trust,Explained every step and never upsold me. I finally look as rested as I feel.,Sculptra,2024-08-03,healthgrades,https://healthgrades.example/r/2480,"We appreciate the kind words, it was a pleasure caring for you.",2025-01-09
rev-50002481,prov-fl-00138,clinic-fl-00006,Felix,B,35-39,Coconut Grove,5,Subtle and balanced,Took the time to map my face before any injection. Healed fast with barely any bruising.,Jeuveau,2026-02-02,yelp,https://healthgrades.example/r/2481,,
rev-50002482,prov-fl-00138,clinic-fl-00006,Grace,S,30-34,Brickell,5,No more downtime worries,Honest about what would and would not help. No one has guessed I had anything done.,Jeuveau,2026-04-06,yelp,https://vitals.example/r/2482,"We appreciate the kind words, it was a pleasure caring for you.",2024-12-25
rev-50002483,prov-fl-00138,clinic-fl-00006,Grace,P,40-44,Wynwood,5,Subtle and balanced,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Sculptra,2026-03-28,vitals,https://healthgrades.example/r/2483,,
rev-50002484,prov-fl-00138,clinic-fl-00006,Nina,R,55-59,Brickell,4,So happy with my results,Explained every step and never upsold me. Healed fast with barely any bruising.,Jeuveau,2026-04-08,yelp,https://zocdoc.example/r/2484,"Thank you so much, see you at your next visit.",2026-05-13
rev-50002485,prov-fl-00138,clinic-fl-00006,Jonah,K,30-34,South Beach,5,No more downtime worries,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Jeuveau,2026-01-31,zocdoc,https://healthgrades.example/r/2485,,
rev-50002486,prov-fl-00138,clinic-fl-00006,Victor,M,35-39,Coconut Grove,4,Clean and professional,Took the time to map my face before any injection. Already booked my follow-up.,Jeuveau,2024-08-24,vitals,https://vitals.example/r/2486,,
rev-50002487,prov-fl-00138,clinic-fl-00006,Dahlia,G,30-34,Coconut Grove,5,So happy with my results,Took the time to map my face before any injection. Already booked my follow-up.,Jeuveau,2024-07-26,vitals,https://yelp.example/r/2487,,
rev-50002488,prov-fl-00138,clinic-fl-00006,Elena,E,45-49,Wynwood,5,So happy with my results,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Sculptra,2025-02-05,zocdoc,https://clinic_site.example/r/2488,,
rev-50002489,prov-fl-00138,clinic-fl-00006,Grace,N,35-39,Coral Gables,5,Subtle and balanced,Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Sculptra,2025-01-04,clinic_site,https://yelp.example/r/2489,,
rev-50002490,prov-fl-00138,clinic-fl-00006,Nina,J,35-39,Brickell,5,Will be back,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Sculptra,2026-05-26,yelp,https://yelp.example/r/2490,"Thank you so much, see you at your next visit.",2024-07-26
rev-50002491,prov-fl-00138,clinic-fl-00006,Diego,C,45-49,Wynwood,5,"Looks like me, just rested",The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Sculptra,2025-12-10,clinic_site,https://vitals.example/r/2491,,
rev-50002492,prov-fl-00138,clinic-fl-00006,Sofia,H,45-49,Coconut Grove,5,Best in the city,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Jeuveau,2026-05-20,clinic_site,https://zocdoc.example/r/2492,,
rev-50002493,prov-fl-00138,clinic-fl-00006,David,A,55-59,Wynwood,4,No more downtime worries,Booked a consult first and felt zero pressure. No one has guessed I had anything done.,Sculptra,2026-06-07,vitals,https://zocdoc.example/r/2493,,
rev-50002494,prov-fl-00138,clinic-fl-00006,Priya,L,40-44,Brickell,5,Worth every penny,Honest about what would and would not help. I finally look as rested as I feel.,Jeuveau,2025-02-02,vitals,https://google.example/r/2494,,
rev-50002495,prov-fl-00138,clinic-fl-00006,Yara,K,55-59,Coral Gables,5,Will be back,The whole team was warm and the office was spotless. Already booked my follow-up.,Jeuveau,2025-01-28,yelp,https://yelp.example/r/2495,"We appreciate the kind words, it was a pleasure caring for you.",2025-05-22
rev-50002496,prov-fl-00138,clinic-fl-00006,Miles,A,25-29,Brickell,5,Will be back,Honest about what would and would not help. Healed fast with barely any bruising.,Jeuveau,2026-03-09,healthgrades,https://yelp.example/r/2496,,
rev-50002497,prov-fl-00138,clinic-fl-00006,Renee,J,50-54,South Beach,1,Conservative approach I trust,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Sculptra,2024-08-25,zocdoc,https://google.example/r/2497,,
rev-50002498,prov-fl-00138,clinic-fl-00006,Yara,W,40-44,South Beach,5,Worth every penny,Honest about what would and would not help. No one has guessed I had anything done.,Jeuveau,2024-09-23,google,https://zocdoc.example/r/2498,,
rev-50002499,prov-fl-00138,clinic-fl-00006,Hana,W,50-54,Wynwood,5,Best in the city,Honest about what would and would not help. The result is subtle and natural.,Sculptra,2025-05-21,vitals,https://yelp.example/r/2499,"Thank you so much, see you at your next visit.",2025-04-07
rev-50002500,prov-fl-00138,clinic-fl-00006,Sarah,J,55-59,South Beach,5,So happy with my results,Explained every step and never upsold me. Healed fast with barely any bruising.,Sculptra,2025-09-30,healthgrades,https://yelp.example/r/2500,"Thank you, we are glad you love your results.",2025-02-09
rev-50002501,prov-fl-00138,clinic-fl-00006,David,S,35-39,Wynwood,4,Natural and exactly right,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Jeuveau,2025-07-20,yelp,https://clinic_site.example/r/2501,"Thank you so much, see you at your next visit.",2025-08-25
rev-50002502,prov-fl-00138,clinic-fl-00006,Diego,H,55-59,Wynwood,5,Great masseter result,Honest about what would and would not help. I finally look as rested as I feel.,Jeuveau,2024-06-29,yelp,https://zocdoc.example/r/2502,,
rev-50002503,prov-fl-00139,clinic-fl-00006,Selena,K,50-54,Brickell,5,So happy with my results,Honest about what would and would not help. Already booked my follow-up.,Cheek Filler,2026-02-11,zocdoc,https://zocdoc.example/r/2503,,
rev-50002504,prov-fl-00139,clinic-fl-00006,Maya,E,30-34,Wynwood,5,Felt heard and informed,Booked a consult first and felt zero pressure. The result is subtle and natural.,PRP,2025-04-26,clinic_site,https://clinic_site.example/r/2504,,
rev-50002505,prov-fl-00139,clinic-fl-00006,Bianca,N,45-49,Brickell,5,Conservative approach I trust,The whole team was warm and the office was spotless. No one has guessed I had anything done.,PRP,2026-03-22,healthgrades,https://clinic_site.example/r/2505,,
rev-50002506,prov-fl-00139,clinic-fl-00006,Adrian,F,50-54,Coral Gables,5,Best in the city,Honest about what would and would not help. No one has guessed I had anything done.,PRP,2026-04-20,clinic_site,https://vitals.example/r/2506,,
rev-50002507,prov-fl-00139,clinic-fl-00006,Nina,G,35-39,Wynwood,5,Natural and exactly right,Took the time to map my face before any injection. Healed fast with barely any bruising.,PRP,2025-11-13,zocdoc,https://google.example/r/2507,,
rev-50002508,prov-fl-00139,clinic-fl-00006,Priya,W,45-49,Brickell,5,Subtle and balanced,Explained every step and never upsold me. The result is subtle and natural.,Botox,2026-05-14,vitals,https://google.example/r/2508,"Thank you so much, see you at your next visit.",2025-03-04
rev-50002509,prov-fl-00139,clinic-fl-00006,Sarah,J,45-49,Wynwood,2,"Looks like me, just rested",Took the time to map my face before any injection. No one has guessed I had anything done.,Xeomin,2025-10-10,google,https://yelp.example/r/2509,,
rev-50002510,prov-fl-00139,clinic-fl-00006,Diego,K,30-34,Brickell,5,Conservative approach I trust,Took the time to map my face before any injection. Healed fast with barely any bruising.,Cheek Filler,2025-11-07,zocdoc,https://yelp.example/r/2510,,
rev-50002511,prov-fl-00139,clinic-fl-00006,James,E,25-29,South Beach,4,Felt heard and informed,Took the time to map my face before any injection. Already booked my follow-up.,Xeomin,2026-04-06,healthgrades,https://healthgrades.example/r/2511,,
rev-50002512,prov-fl-00139,clinic-fl-00006,Tessa,F,55-59,South Beach,2,Subtle and balanced,Honest about what would and would not help. No one has guessed I had anything done.,Botox,2025-10-22,clinic_site,https://healthgrades.example/r/2512,,
rev-50002513,prov-fl-00139,clinic-fl-00006,Caleb,P,50-54,Brickell,5,Clean and professional,Took the time to map my face before any injection. The result is subtle and natural.,Lip Filler,2024-12-06,google,https://vitals.example/r/2513,,
rev-50002514,prov-fl-00139,clinic-fl-00006,Ruben,C,40-44,Brickell,5,Felt heard and informed,Honest about what would and would not help. Healed fast with barely any bruising.,Botox,2025-06-12,clinic_site,https://clinic_site.example/r/2514,,
rev-50002515,prov-fl-00139,clinic-fl-00006,Marcus,E,55-59,Wynwood,5,Great masseter result,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Cheek Filler,2026-02-18,vitals,https://yelp.example/r/2515,,
rev-50002516,prov-fl-00139,clinic-fl-00006,Dahlia,B,25-29,Wynwood,5,Great masseter result,Walked me through the plan and the pricing up front. Already booked my follow-up.,Lip Filler,2025-08-05,healthgrades,https://zocdoc.example/r/2516,,
rev-50002517,prov-fl-00139,clinic-fl-00006,James,N,45-49,South Beach,5,Great masseter result,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Xeomin,2024-09-02,google,https://clinic_site.example/r/2517,"Thank you, we are glad you love your results.",2025-10-02
rev-50002518,prov-fl-00139,clinic-fl-00006,Aaron,B,30-34,Wynwood,5,Will be back,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,PRP,2024-11-13,healthgrades,https://google.example/r/2518,,
rev-50002519,prov-fl-00139,clinic-fl-00006,Claire,T,40-44,Brickell,5,Worth every penny,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Botox,2025-05-09,zocdoc,https://vitals.example/r/2519,,
rev-50002520,prov-fl-00139,clinic-fl-00006,Diego,T,45-49,Brickell,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,PRP,2025-02-08,google,https://zocdoc.example/r/2520,,
rev-50002521,prov-fl-00139,clinic-fl-00006,Anya,E,40-44,Wynwood,4,Subtle and balanced,The whole team was warm and the office was spotless. Already booked my follow-up.,Lip Filler,2024-07-11,zocdoc,https://healthgrades.example/r/2521,,
rev-50002522,prov-fl-00139,clinic-fl-00006,Maya,B,25-29,South Beach,5,Felt heard and informed,Took the time to map my face before any injection. Already booked my follow-up.,Cheek Filler,2026-03-02,yelp,https://vitals.example/r/2522,,
rev-50002523,prov-fl-00139,clinic-fl-00006,Theo,D,45-49,Brickell,5,Worth every penny,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Xeomin,2024-09-02,zocdoc,https://clinic_site.example/r/2523,,
rev-50002524,prov-fl-00139,clinic-fl-00006,Theo,A,55-59,Brickell,5,Natural and exactly right,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Lip Filler,2026-06-07,yelp,https://yelp.example/r/2524,,
rev-50002525,prov-fl-00139,clinic-fl-00006,Nadia,C,45-49,Coral Gables,5,Conservative approach I trust,Booked a consult first and felt zero pressure. No one has guessed I had anything done.,Botox,2024-06-21,clinic_site,https://google.example/r/2525,"We appreciate the kind words, it was a pleasure caring for you.",2026-01-01
rev-50002526,prov-fl-00139,clinic-fl-00006,James,H,35-39,South Beach,5,"Looks like me, just rested",Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Cheek Filler,2024-08-16,vitals,https://vitals.example/r/2526,"Thank you, we are glad you love your results.",2024-10-24
rev-50002527,prov-fl-00139,clinic-fl-00006,Sofia,S,55-59,Coral Gables,5,Will be back,Honest about what would and would not help. I finally look as rested as I feel.,PRP,2025-03-15,healthgrades,https://clinic_site.example/r/2527,,
rev-50002528,prov-fl-00139,clinic-fl-00006,Claire,N,25-29,Coconut Grove,5,Natural and exactly right,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Lip Filler,2025-09-08,yelp,https://clinic_site.example/r/2528,,
rev-50002529,prov-fl-00139,clinic-fl-00006,Noah,E,55-59,South Beach,5,So happy with my results,Took the time to map my face before any injection. Already booked my follow-up.,Lip Filler,2024-12-27,vitals,https://healthgrades.example/r/2529,,
rev-50002530,prov-fl-00140,clinic-fl-00007,Sarah,N,35-39,Wynwood,5,Felt heard and informed,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Kybella,2025-03-25,vitals,https://google.example/r/2530,,
rev-50002531,prov-fl-00140,clinic-fl-00007,Caleb,D,35-39,Coral Gables,5,Felt heard and informed,The whole team was warm and the office was spotless. Already booked my follow-up.,Kybella,2025-11-07,yelp,https://google.example/r/2531,,
rev-50002532,prov-fl-00140,clinic-fl-00007,James,A,50-54,South Beach,4,Conservative approach I trust,Took the time to map my face before any injection. I finally look as rested as I feel.,Kybella,2024-07-10,google,https://zocdoc.example/r/2532,,
rev-50002533,prov-fl-00140,clinic-fl-00007,Tessa,M,55-59,South Beach,5,Worth every penny,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Jawline Filler,2025-09-21,google,https://yelp.example/r/2533,,
rev-50002534,prov-fl-00140,clinic-fl-00007,Omar,H,55-59,South Beach,4,Great masseter result,Took the time to map my face before any injection. I finally look as rested as I feel.,Jawline Filler,2025-01-01,yelp,https://clinic_site.example/r/2534,"Thank you, we are glad you love your results.",2024-12-28
rev-50002535,prov-fl-00140,clinic-fl-00007,Olivia,C,45-49,Coral Gables,5,Conservative approach I trust,Explained every step and never upsold me. No one has guessed I had anything done.,Kybella,2025-04-13,google,https://yelp.example/r/2535,,
rev-50002536,prov-fl-00140,clinic-fl-00007,Lara,H,50-54,Coral Gables,5,Clean and professional,Honest about what would and would not help. No one has guessed I had anything done.,Kybella,2025-07-24,yelp,https://google.example/r/2536,"Thank you so much, see you at your next visit.",2025-02-13
rev-50002537,prov-fl-00140,clinic-fl-00007,Renee,P,55-59,South Beach,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Kybella,2025-02-22,healthgrades,https://healthgrades.example/r/2537,,
rev-50002538,prov-fl-00140,clinic-fl-00007,Noah,B,50-54,Brickell,5,Clean and professional,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Kybella,2026-02-16,yelp,https://clinic_site.example/r/2538,,
